Paper ID,Student Name,Age,Class,Phone Number,Subject,Correct Marks,Exam Date,Score (%),Grade,GPA
P125604,Kevin Flores,19,Class G,0131781563,Chemistry,12,2024-09-16,30.00,E,0.0
P125605,David Dean,22,Class C,0112739783,Biology,3,2024-10-20,7.50,E,0.0
P125701,Jerome Smith,20,Class D,0124511286,Physics,32,2024-02-09,80.00,A-,3.7
P125702,Denise Robinson,18,Class C,0187497978,Math,0,2024-05-30,0.00,E,0.0
P125703,Jonathan Alvarado,22,Class J,0122206882,English,17,2024-02-11,42.50,D,1.0
P125704,Brian Hudson,23,Class I,0164371118,Chemistry,11,2024-03-22,27.50,E,0.0
P125705,Erica Bailey,21,Class C,0163323597,Math,13,2024-12-25,32.50,E,0.0
P125801,Janice Smith,18,Class J,0106008050,Math,18,2024-11-01,45.00,D+,1.3
P125802,Madeline Scott,21,Class F,0147633657,History,18,2024-11-27,45.00,D+,1.3
P125803,Robert Ford,23,Class H,0128642352,Science,7,2024-08-01,17.50,E,0.0
P125804,Sara Robinson,22,Class I,0138077737,History,34,2024-05-24,85.00,A-,3.7
P125805,Anthony Bolton,21,Class H,0166430381,Geography,33,2024-10-14,82.50,A-,3.7
P125901,Nicole Taylor,21,Class F,0177374925,English,11,2024-03-12,27.50,E,0.0
P125902,Eric Aguilar,20,Class G,0152684649,Math,17,2024-04-20,42.50,D,1.0
P125903,Brittany Edwards DDS,25,Class G,0112933428,History,32,2024-10-08,80.00,A-,3.7
P125904,Carmen Walter,24,Class J,0184707281,Geography,25,2024-06-01,62.50,B-,2.7
P125905,Laura Bullock,24,Class F,0138138423,Science,10,2024-12-24,25.00,E,0.0
P126001,Kerry Sutton,24,Class F,0173278981,Math,1,2024-11-10,2.50,E,0.0
P126002,William Shannon,22,Class B,0177615432,Math,14,2024-03-27,35.00,E,0.0
P126003,Nancy Walker,23,Class G,0146549514,English,5,2024-01-30,12.50,E,0.0
P126004,Scott Lang,19,Class G,0146040445,Geography,13,2024-10-14,32.50,E,0.0
P126005,William Frost MD,18,Class A,0196187063,History,30,2024-11-20,75.00,B+,3.3
P126101,Mary Meadows,18,Class D,0155215404,Physics,27,2024-09-18,67.50,B,3.0
P126102,Gregory Austin,22,Class B,0151496450,Math,36,2024-07-01,90.00,A-,3.7
P126103,Paul Jones,21,Class A,0128717864,Geography,27,2024-04-26,67.50,B,3.0
P126104,Martin Smith,18,Class H,0198823695,Geography,25,2024-04-11,62.50,B-,2.7
P126105,Melissa Morris,25,Class B,0116085780,Math,26,2024-08-16,65.00,B,3.0
P126201,Kelli Gamble,20,Class E,0154953647,Chemistry,21,2024-10-01,52.50,C,2.0
P126202,James Elliott,22,Class A,0164095167,History,19,2024-04-08,47.50,C-,1.7
P126203,Amy Tanner,25,Class B,0121688274,History,8,2024-05-02,20.00,E,0.0
P126204,Jose Hubbard,23,Class F,0111591532,History,15,2024-11-08,37.50,E,0.0
P126205,Abigail Jones,23,Class E,0135687011,Physics,38,2024-10-10,95.00,A-,3.7
P126301,Elizabeth Roberts,19,Class B,0127994747,History,39,2024-09-25,97.50,A-,3.7
P126302,Lori Kelly,20,Class F,0168165259,Math,35,2024-03-19,87.50,A-,3.7
P126303,Omar Wolf,20,Class J,0148209492,History,0,2024-08-24,0.00,E,0.0
P126304,Roger Keller,25,Class H,0174505978,Geography,4,2024-11-15,10.00,E,0.0
P126305,Hannah King,22,Class D,0101553842,Physics,12,2024-08-02,30.00,E,0.0
P126401,Aimee Hamilton,24,Class G,0103315114,Science,30,2024-11-07,75.00,B+,3.3
P126402,Katie Smith,24,Class B,0116999856,Chemistry,15,2024-10-15,37.50,E,0.0
P126403,Breanna Wallace,20,Class B,0168384326,Science,1,2024-09-21,2.50,E,0.0
P126404,Cynthia Golden,21,Class I,0185320166,Chemistry,39,2024-11-11,97.50,A-,3.7
P126405,John Lam,20,Class F,0184016711,English,32,2024-06-14,80.00,A-,3.7
P126501,Calvin Juarez,21,Class A,0146618472,Physics,36,2024-02-27,90.00,A-,3.7
P126502,Christopher Simmons,22,Class J,0125769657,Chemistry,39,2024-01-11,97.50,A-,3.7
P126503,Maria Morton,24,Class J,0151790397,Biology,37,2024-06-08,92.50,A-,3.7
P126504,Samantha Lee,23,Class C,0182978967,Physics,1,2024-02-13,2.50,E,0.0
P126505,Cody Green,23,Class B,0153840577,Chemistry,39,2024-02-16,97.50,A-,3.7
P126601,Miss Connie Stevens,25,Class H,0147046352,Geography,14,2024-06-26,35.00,E,0.0
P126602,Chad Wheeler,20,Class C,0198192658,Math,16,2024-09-15,40.00,D,1.0
P126603,Erin Anthony,24,Class F,0196881394,History,22,2024-05-17,55.00,C+,2.3
P126604,Andres Cruz,21,Class A,0153680699,Science,12,2024-05-13,30.00,E,0.0
P126605,Natalie Bishop,25,Class B,0123291248,Geography,1,2024-10-09,2.50,E,0.0
P126701,Danielle Green,22,Class F,0181658170,Science,22,2024-01-12,55.00,C+,2.3
P126702,Rebecca Snow,18,Class C,0122845392,Chemistry,30,2024-11-09,75.00,B+,3.3
P126703,Heather Burgess,20,Class B,0134530333,Biology,23,2024-03-28,57.50,C+,2.3
P126704,Perry Chavez,20,Class A,0107240702,Science,22,2024-12-19,55.00,C+,2.3
P126705,Charles Johnson,22,Class A,0197915267,History,4,2024-03-04,10.00,E,0.0
P126801,Adam Wilcox,20,Class A,0158384827,Biology,36,2024-06-27,90.00,A-,3.7
P126802,Duane Fuller,18,Class D,0181051645,Geography,14,2024-06-07,35.00,E,0.0
P126803,Nicholas Flowers,19,Class F,0107575172,History,10,2024-04-29,25.00,E,0.0
P126804,Alexander Davis,25,Class H,0199567829,Biology,33,2024-01-09,82.50,A-,3.7
P126805,Tammy Jensen,25,Class E,0109309541,Science,7,2024-12-10,17.50,E,0.0
P126901,Cassandra Mcconnell,19,Class B,0171144110,Physics,11,2024-10-20,27.50,E,0.0
P126902,Christopher Brooks,18,Class G,0155851873,Biology,12,2024-12-24,30.00,E,0.0
P126903,Judith Hunter,18,Class F,0124490611,Science,33,2024-05-16,82.50,A-,3.7
P126904,Anthony Gilbert,24,Class C,0193815191,History,14,2024-02-04,35.00,E,0.0
P126905,Melissa Leonard,23,Class I,0122759609,English,10,2024-03-22,25.00,E,0.0
P127001,Benjamin Rosario,23,Class H,0122130875,Chemistry,11,2024-04-17,27.50,E,0.0
P127002,Brittany Robinson,20,Class H,0118280242,Biology,22,2024-07-06,55.00,C+,2.3
P127003,Tammy Ward,19,Class C,0113692295,Science,5,2024-06-08,12.50,E,0.0
P127004,Noah Anderson,18,Class F,0144811735,Math,3,2024-06-22,7.50,E,0.0
P127005,Tony Camacho,20,Class G,0196847876,Chemistry,32,2024-04-30,80.00,A-,3.7
P127101,Thomas Warren,22,Class G,0185982487,Science,32,2024-03-21,80.00,A-,3.7
P127102,Michelle Key,21,Class G,0173384799,English,23,2024-10-13,57.50,C+,2.3
P127103,Latoya Barnett,25,Class D,0193245393,Chemistry,35,2024-10-25,87.50,A-,3.7
P127104,Jessica Gibson,22,Class A,0177865746,Science,10,2024-09-11,25.00,E,0.0
P127105,Michael Knight,24,Class H,0164302086,Science,37,2024-08-25,92.50,A-,3.7
P127201,Brian Clark,21,Class G,0191129607,History,31,2024-11-07,77.50,B+,3.3
P127202,Laura Russell,24,Class J,0116663736,History,9,2024-04-17,22.50,E,0.0
P127203,Donna Beard,22,Class H,0124585004,Physics,26,2024-06-18,65.00,B,3.0
P127204,Christine Diaz,22,Class E,0118754254,Math,11,2024-08-16,27.50,E,0.0
P127205,Amy Walter,25,Class F,0109255509,Biology,33,2024-05-11,82.50,A-,3.7
P127301,Kevin Dougherty,25,Class E,0155046721,Biology,29,2024-03-08,72.50,B+,3.3
P127302,Lydia White,18,Class D,0181456953,English,10,2024-10-28,25.00,E,0.0
P127303,Hector Jackson,24,Class I,0145797419,English,25,2024-06-27,62.50,B-,2.7
P127304,Wanda Kaufman,19,Class J,0119384526,Math,14,2024-07-30,35.00,E,0.0
P127305,Richard Howard,23,Class D,0155184491,English,36,2024-07-02,90.00,A-,3.7
P127401,Joseph Huerta,19,Class D,0184775058,Math,33,2024-11-20,82.50,A-,3.7
P127402,Mike Burton,20,Class G,0184088216,Science,39,2024-03-05,97.50,A-,3.7
P127403,Valerie Edwards,24,Class G,0142322171,Geography,13,2024-01-18,32.50,E,0.0
P127404,Joshua Mcclure,22,Class B,0121901065,Physics,33,2024-10-10,82.50,A-,3.7
P127405,Jim Hurst,21,Class J,0168006365,History,24,2024-06-29,60.00,B-,2.7
P127501,Timothy Hale,25,Class J,0124426028,English,34,2024-11-27,85.00,A-,3.7
P127502,Casey Bell,23,Class F,0143700834,Science,30,2024-01-16,75.00,B+,3.3
P127503,Jennifer Douglas,20,Class G,0193459784,Math,9,2024-03-20,22.50,E,0.0
P127504,John Fields,25,Class E,0195868683,Math,34,2024-05-12,85.00,A-,3.7
P127505,Ian Ramirez,21,Class A,0166663050,History,28,2024-09-22,70.00,B+,3.3
P127601,Deborah Adams,24,Class F,0103695789,Physics,31,2024-08-06,77.50,B+,3.3
P127602,Claudia Nielsen,18,Class I,0172100373,Math,36,2024-03-19,90.00,A-,3.7
P127603,Christopher Liu,21,Class G,0187312794,English,33,2024-03-15,82.50,A-,3.7
P127604,Mr. Scott Sampson,24,Class B,0139872828,Geography,10,2024-05-03,25.00,E,0.0
P127605,Charles Bowers,23,Class D,0104620952,Science,25,2024-06-11,62.50,B-,2.7
P127701,Veronica Rodriguez,19,Class I,0196582416,Chemistry,36,2024-03-03,90.00,A-,3.7
P127702,Stephanie Rodriguez,18,Class B,0147613950,Physics,5,2024-05-13,12.50,E,0.0
P127703,Alicia Campbell,20,Class I,0153510888,History,2,2024-10-04,5.00,E,0.0
P127704,John Nelson,21,Class C,0128519179,Science,4,2024-05-13,10.00,E,0.0
P127705,Kevin Wilson,22,Class J,0169331321,Math,28,2024-04-23,70.00,B+,3.3
P127801,Tiffany Holland,24,Class J,0192670483,Physics,6,2024-09-15,15.00,E,0.0
P127802,Melissa Berry,25,Class A,0191563797,Biology,31,2024-09-07,77.50,B+,3.3
P127803,Christopher Wiggins,19,Class F,0175473175,English,35,2024-12-23,87.50,A-,3.7
P127804,Justin Mccoy,22,Class D,0154764814,Biology,39,2024-12-24,97.50,A-,3.7
P127805,James Romero,22,Class I,0136130952,Geography,37,2024-10-22,92.50,A-,3.7
P127901,Ashley Adams,19,Class F,0152991351,Chemistry,20,2024-11-12,50.00,C,2.0
P127902,Kimberly Smith,25,Class D,0191165118,Geography,15,2024-12-21,37.50,E,0.0
P127903,Jennifer Foster,25,Class I,0121887655,English,32,2024-08-12,80.00,A-,3.7
P127904,Monica Hartman,19,Class J,0142009684,English,18,2024-05-28,45.00,D+,1.3
P127905,Kevin Wilson,22,Class J,0169331321,Biology,34,2024-08-04,85.00,A-,3.7
P128001,Nicholas Stafford,22,Class J,0191148795,Physics,26,2024-08-16,65.00,B,3.0
P128002,Alexis Abbott,19,Class E,0127735338,Physics,1,2024-04-07,2.50,E,0.0
P128003,Carla Parker,22,Class D,0175989897,Geography,32,2024-04-27,80.00,A-,3.7
P128004,Timothy Sweeney,18,Class E,0109635614,Science,8,2024-10-08,20.00,E,0.0
P128005,Jeffrey Schwartz,20,Class C,0146541227,Science,7,2024-01-03,17.50,E,0.0
P128101,Amanda Mitchell,25,Class G,0118444904,Chemistry,38,2024-07-24,95.00,A-,3.7
P128102,Nicole Williams,25,Class G,0106771273,Geography,2,2024-08-05,5.00,E,0.0
P128103,Daniel Lucero,20,Class C,0143513948,Geography,32,2024-02-27,80.00,A-,3.7
P128104,Katie Miller,21,Class B,0126774686,English,0,2024-11-06,0.00,E,0.0
P128105,Laurie Lin,21,Class B,0123257222,Geography,5,2024-12-04,12.50,E,0.0
P128201,William Owens,19,Class I,0187377486,Geography,11,2024-09-07,27.50,E,0.0
P128202,Ashley Thompson,25,Class I,0108279016,Physics,37,2024-06-29,92.50,A-,3.7
P128203,James Durham,23,Class H,0129562421,Math,37,2024-06-10,92.50,A-,3.7
P128204,Heidi Rowe,19,Class C,0115493669,Chemistry,40,2024-12-14,100.00,A-,3.7
P128205,April Stewart,19,Class H,0133264572,English,1,2024-08-19,2.50,E,0.0
P128301,Julia West,22,Class I,0194327229,Science,0,2024-06-11,0.00,E,0.0
P128302,James Holland,23,Class A,0193571346,Physics,30,2024-10-21,75.00,B+,3.3
P128303,Jason Smith,20,Class G,0133737718,Geography,8,2024-12-21,20.00,E,0.0
P128304,Tamara Pittman,19,Class D,0118602448,English,23,2024-09-01,57.50,C+,2.3
P128305,Christopher Herman,18,Class F,0113850767,English,27,2024-01-09,67.50,B,3.0
P128401,Kayla Rivera,19,Class C,0127180260,English,9,2024-04-01,22.50,E,0.0
P128402,Michael Conrad,24,Class G,0102627243,Chemistry,8,2024-08-09,20.00,E,0.0
P128403,Dwayne Hernandez,23,Class I,0148528940,Biology,39,2024-03-02,97.50,A-,3.7
P128404,Stacy Hill,20,Class C,0147632595,Science,38,2024-12-13,95.00,A-,3.7
P128405,Alyssa Collins,23,Class E,0198362756,Math,23,2024-09-11,57.50,C+,2.3
P128501,Christopher King,18,Class D,0166449361,English,2,2024-10-01,5.00,E,0.0
P128502,Laura Hill,20,Class B,0175178436,Math,35,2024-05-20,87.50,A-,3.7
P128503,Jacob Wang,20,Class J,0189215341,Physics,5,2024-08-11,12.50,E,0.0
P128504,Adrian Decker,20,Class H,0153050673,Math,0,2024-07-21,0.00,E,0.0
P128505,Nicholas Wells,22,Class E,0166875989,English,19,2024-02-04,47.50,C-,1.7
P128601,Janice Jones,24,Class A,0196785356,Science,18,2024-01-02,45.00,D+,1.3
P128602,Carlos Rodriguez,22,Class I,0192188605,Math,38,2024-01-11,95.00,A-,3.7
P128603,Ashley Campbell,23,Class F,0198047836,Math,20,2024-05-06,50.00,C,2.0
P128604,Justin Goodman,23,Class C,0159784322,Chemistry,8,2024-08-10,20.00,E,0.0
P128605,Haley Santos,25,Class A,0134116980,Math,13,2024-06-22,32.50,E,0.0
P128701,Brendan Smith,20,Class E,0164800896,Physics,4,2024-09-04,10.00,E,0.0
P128702,Ryan Johnson,23,Class C,0194067983,History,8,2024-08-28,20.00,E,0.0
P128703,James Sosa,21,Class C,0128098211,English,33,2024-09-27,82.50,A-,3.7
P128704,Cynthia Garcia,22,Class A,0113512196,Geography,24,2024-03-03,60.00,B-,2.7
P128705,Jeffrey Stanley,22,Class D,0195683718,Science,40,2024-05-09,100.00,A-,3.7
P128801,Jeffrey Terrell,25,Class A,0182273971,Physics,19,2024-03-10,47.50,C-,1.7
P128802,Angel Walters,22,Class E,0153921194,Math,18,2024-09-13,45.00,D+,1.3
P128803,Nancy Gonzales,24,Class D,0138671892,Math,0,2024-01-05,0.00,E,0.0
P128804,Jeremy Steele,23,Class J,0181828339,Science,15,2024-03-31,37.50,E,0.0
P128805,Donna Dunn,22,Class C,0136870386,Biology,8,2024-06-15,20.00,E,0.0
P128901,Denise Johnson,24,Class C,0125700731,English,36,2024-07-13,90.00,A-,3.7
P128902,Douglas Taylor,18,Class D,0199268390,Biology,17,2024-11-02,42.50,D,1.0
P128903,Sierra Patel,23,Class B,0156631902,Chemistry,31,2024-05-24,77.50,B+,3.3
P128904,Brad Taylor,18,Class B,0197043859,English,13,2024-10-02,32.50,E,0.0
P128905,Phillip Jones,22,Class B,0148367920,Geography,20,2024-04-25,50.00,C,2.0
P129001,James Clarke,24,Class H,0128130776,Geography,4,2024-06-15,10.00,E,0.0
P129002,Thomas Rogers,23,Class E,0103113032,Math,8,2024-01-16,20.00,E,0.0
P129003,Brian Rose,22,Class A,0143007648,Chemistry,31,2024-04-06,77.50,B+,3.3
P129004,Daniel Maxwell,19,Class C,0152375694,Science,30,2024-05-18,75.00,B+,3.3
P129005,Christine Bridges,21,Class I,0118882839,Geography,1,2024-03-13,2.50,E,0.0
P129101,Brittany Reed,21,Class F,0144598493,English,16,2024-06-08,40.00,D,1.0
P129102,Joseph Bush,18,Class E,0132078748,History,17,2024-08-10,42.50,D,1.0
P129103,John Tucker,19,Class F,0168983352,English,9,2024-12-06,22.50,E,0.0
P129104,Tiffany Wyatt,19,Class E,0184336102,History,28,2024-04-12,70.00,B+,3.3
P129105,Angela Coleman,23,Class F,0125678633,History,18,2024-07-24,45.00,D+,1.3
P129201,Wesley Dixon,19,Class D,0175103638,Science,16,2024-02-15,40.00,D,1.0
P129202,James Lin,18,Class C,0197197783,History,30,2024-04-10,75.00,B+,3.3
P129203,Benjamin Mason,23,Class D,0121076593,Math,9,2024-03-29,22.50,E,0.0
P129204,Jason Wolfe MD,21,Class I,0111698830,Math,30,2024-03-29,75.00,B+,3.3
P129205,Rachel Luna,25,Class C,0123211138,Science,5,2024-06-22,12.50,E,0.0
P129301,Edward Davidson,24,Class D,0167471259,History,31,2024-03-27,77.50,B+,3.3
P129302,Alexis Hill,25,Class F,0173675471,Geography,34,2024-11-14,85.00,A-,3.7
P129303,Andrew Hernandez,24,Class I,0126607813,Math,36,2024-11-29,90.00,A-,3.7
P129304,Michael Williams,19,Class H,0136101154,Chemistry,10,2024-12-19,25.00,E,0.0
P129305,Erin Kirk,23,Class D,0105909108,Science,5,2024-06-20,12.50,E,0.0
P129401,Sharon Koch,25,Class E,0144057498,History,6,2024-08-19,15.00,E,0.0
P129402,Sean Sims,25,Class E,0104734009,History,38,2024-07-07,95.00,A-,3.7
P129403,Robin Gordon,20,Class J,0133072340,English,14,2024-07-24,35.00,E,0.0
P129404,Rebecca Woods,25,Class A,0189932990,Science,33,2024-09-15,82.50,A-,3.7
P129405,Tyler Mcdaniel,22,Class F,0155709926,Physics,18,2024-04-10,45.00,D+,1.3
P129501,Mary Kennedy,24,Class E,0189771995,Math,24,2024-10-21,60.00,B-,2.7
P129502,Christopher Bell,22,Class C,0105158354,Science,36,2024-04-10,90.00,A-,3.7
P129503,Michael Dawson,25,Class D,0104480733,Geography,12,2024-05-05,30.00,E,0.0
P129504,Benjamin Mccarty,24,Class H,0125667372,History,35,2024-05-27,87.50,A-,3.7
P129505,Justin Frank,22,Class J,0183092941,Math,22,2024-05-13,55.00,C+,2.3
P129601,Laura Sanders,20,Class C,0129837388,Physics,25,2024-04-21,62.50,B-,2.7
P129602,Joshua Garcia,22,Class H,0176839252,Physics,7,2024-02-06,17.50,E,0.0
P129603,Brett Mendoza,24,Class G,0124382550,Physics,29,2024-09-10,72.50,B+,3.3
P129604,Angela Thomas,20,Class C,0129867870,Physics,18,2024-07-25,45.00,D+,1.3
P129605,Crystal Palmer,20,Class J,0134838194,English,17,2024-08-07,42.50,D,1.0
P129701,James Page,25,Class F,0127432493,History,8,2024-09-17,20.00,E,0.0
P129702,Kyle May,20,Class B,0198282307,Chemistry,1,2024-06-29,2.50,E,0.0
P129703,Christine Mcintosh,22,Class D,0119927056,Math,6,2024-01-27,15.00,E,0.0
P129704,Harold Clayton,24,Class B,0132119574,Physics,38,2024-01-05,95.00,A-,3.7
P129705,Rhonda Weber,23,Class A,0177533530,English,6,2024-03-27,15.00,E,0.0
P129801,Amanda Williams,22,Class C,0167729578,Geography,7,2024-01-07,17.50,E,0.0
P129802,Eric Dillon,20,Class G,0164392481,Geography,4,2024-10-31,10.00,E,0.0
P129803,Patricia Cook,22,Class F,0147699473,Geography,27,2024-12-18,67.50,B,3.0
P129804,Jennifer Stone,24,Class B,0118069146,Chemistry,17,2024-04-09,42.50,D,1.0
P129805,Stephanie Wang,23,Class C,0126400733,Geography,4,2024-12-18,10.00,E,0.0
P129901,Emily Shepherd,24,Class H,0196945362,English,18,2024-02-02,45.00,D+,1.3
P129902,Steven Garza,18,Class A,0195954616,Math,27,2024-03-05,67.50,B,3.0
P129903,Johnathan Davis,24,Class J,0131396672,English,38,2024-02-24,95.00,A-,3.7
P129904,Timothy Clark,23,Class E,0184200567,Biology,12,2024-06-27,30.00,E,0.0
P129905,Mr. Jack Morrow,22,Class B,0117531899,Biology,14,2024-12-25,35.00,E,0.0
P130001,James Wood,24,Class F,0116158282,Chemistry,19,2024-08-04,47.50,C-,1.7
P130002,Joseph Johnson,21,Class I,0137064466,English,33,2024-03-01,82.50,A-,3.7
P130003,Lisa Buckley,19,Class C,0167831040,Geography,35,2024-04-01,87.50,A-,3.7
P130004,Patrick Munoz,22,Class D,0165976400,Science,19,2024-04-09,47.50,C-,1.7
P130005,Albert Walker,24,Class A,0165280460,Science,34,2024-11-19,85.00,A-,3.7
P130101,Amy Hughes,21,Class F,0101723451,History,23,2024-08-19,57.50,C+,2.3
P130102,Steven Myers,18,Class F,0183815724,History,23,2024-03-31,57.50,C+,2.3
P130103,Matthew Burton,25,Class C,0191017699,Science,28,2024-02-20,70.00,B+,3.3
P130104,Olivia Martinez,24,Class D,0105838587,English,11,2024-03-11,27.50,E,0.0
P130105,Charles Sims,22,Class I,0175947124,Math,36,2024-08-28,90.00,A-,3.7
P130201,Brittney Smith,25,Class G,0107306859,Math,28,2024-08-12,70.00,B+,3.3
P130202,Robert Lewis,18,Class H,0112622121,Physics,39,2024-04-08,97.50,A-,3.7
P130203,Michelle Ruiz,18,Class D,0155290065,Geography,39,2024-11-25,97.50,A-,3.7
P130204,Samantha Erickson,22,Class F,0179362399,Math,22,2024-03-05,55.00,C+,2.3
P130205,Richard Lewis,22,Class H,0103875231,Math,23,2024-02-05,57.50,C+,2.3
P130301,Heather Shields,19,Class H,0161544668,Physics,8,2024-08-24,20.00,E,0.0
P130302,Lindsay Mccarthy,23,Class G,0174957659,Chemistry,21,2024-02-05,52.50,C,2.0
P130303,Travis Harmon,23,Class G,0176087293,Geography,32,2024-04-13,80.00,A-,3.7
P130304,Jill Powers,25,Class C,0183665104,English,29,2024-02-27,72.50,B+,3.3
P130305,Michelle Sims,20,Class E,0119754575,Science,33,2024-01-12,82.50,A-,3.7
P130401,Kristie Burton,18,Class C,0169337549,Biology,26,2024-05-17,65.00,B,3.0
P130402,Tina Baxter,18,Class C,0112827765,History,29,2024-05-21,72.50,B+,3.3
P130403,April Jones,20,Class B,0117748057,History,26,2024-05-05,65.00,B,3.0
P130404,John Miller,18,Class E,0183048831,Math,12,2024-01-28,30.00,E,0.0
P130405,Amy Walker,19,Class B,0108638474,English,28,2024-09-16,70.00,B+,3.3
P130501,Amy Mccoy,20,Class E,0192999840,Biology,14,2024-11-22,35.00,E,0.0
P130502,Alexander Dickson,24,Class G,0127836435,Biology,8,2024-11-25,20.00,E,0.0
P130503,Lindsey Gross,25,Class E,0166644898,Math,18,2024-07-12,45.00,D+,1.3
P130504,Daniel Gay,21,Class A,0118510334,History,31,2024-11-06,77.50,B+,3.3
P130505,Micheal Webb,18,Class E,0103810062,Chemistry,31,2024-08-07,77.50,B+,3.3
P130601,Emily Adkins,25,Class I,0196920205,History,8,2024-05-26,20.00,E,0.0
P130602,Sean Montoya,25,Class H,0178492466,Science,22,2024-12-18,55.00,C+,2.3
P130603,Amanda Torres,19,Class H,0115698464,Science,27,2024-09-15,67.50,B,3.0
P130604,David Wood,23,Class G,0139081888,Geography,38,2024-10-24,95.00,A-,3.7
P130605,Brandon Wagner,19,Class C,0195075125,Math,0,2024-11-17,0.00,E,0.0
P130701,Virginia Mcdonald,20,Class G,0194960377,Science,28,2024-03-28,70.00,B+,3.3
P130702,Bruce Price,24,Class B,0175030074,Math,32,2024-04-16,80.00,A-,3.7
P130703,Megan Bryant,24,Class I,0132867767,Science,32,2024-09-06,80.00,A-,3.7
P130704,John Webster,19,Class I,0123365541,English,40,2024-08-09,100.00,A-,3.7
P130705,James Wilson,25,Class G,0106516253,Science,16,2024-04-24,40.00,D,1.0
P130801,Lisa Nichols,24,Class H,0188202220,Physics,33,2024-08-11,82.50,A-,3.7
P130802,Jeffrey Adams,23,Class D,0104922660,Science,3,2024-03-20,7.50,E,0.0
P130803,Thomas Adams,23,Class J,0135907357,Geography,17,2024-08-21,42.50,D,1.0
P130804,Joshua Burton,18,Class A,0106551742,Math,2,2024-03-26,5.00,E,0.0
P130805,Yvette Bush,25,Class C,0105167347,Geography,2,2024-05-11,5.00,E,0.0
P130901,John Wright,22,Class C,0155574525,English,17,2024-08-30,42.50,D,1.0
P130902,Justin Mcgee,23,Class B,0183325329,Chemistry,0,2024-04-04,0.00,E,0.0
P130903,Carol Walker,24,Class J,0149587629,Biology,17,2024-11-09,42.50,D,1.0
P130904,Douglas Reynolds,19,Class C,0148230664,Math,9,2024-07-20,22.50,E,0.0
P130905,Billy Thompson,25,Class H,0169183929,Chemistry,15,2024-08-15,37.50,E,0.0
P131001,Ethan Drake,23,Class I,0101842643,Physics,24,2024-09-10,60.00,B-,2.7
P131002,Kristine Cox,25,Class B,0103814766,Biology,15,2024-02-03,37.50,E,0.0
P131003,Derek Hughes,21,Class H,0183540601,English,10,2024-11-04,25.00,E,0.0
P131004,William Thompson,19,Class C,0186573724,Chemistry,25,2024-07-28,62.50,B-,2.7
P131005,Margaret Luna,18,Class F,0103316840,Science,1,2024-09-12,2.50,E,0.0
P131101,Charles Le,25,Class C,0199686897,Biology,20,2024-08-14,50.00,C,2.0
P131102,Paul Faulkner,19,Class E,0152620479,Chemistry,32,2024-09-16,80.00,A-,3.7
P131103,Donna Lowe,25,Class I,0101499430,Math,24,2024-07-12,60.00,B-,2.7
P131104,Ann Jordan,20,Class C,0146673744,Science,0,2024-02-02,0.00,E,0.0
P131105,Jeffrey Hill,18,Class D,0126099013,Chemistry,3,2024-02-23,7.50,E,0.0
P131201,Norman Garcia,23,Class A,0117100693,Biology,19,2024-08-07,47.50,C-,1.7
P131202,Rachel Sanchez,19,Class F,0174850762,Chemistry,34,2024-02-19,85.00,A-,3.7
P131203,David Gray,18,Class I,0134322775,English,7,2024-07-29,17.50,E,0.0
P131204,Samantha Porter,23,Class I,0112180319,Chemistry,27,2024-03-30,67.50,B,3.0
P131205,Rachel Parker,20,Class H,0178392024,Science,12,2024-04-14,30.00,E,0.0
P131301,Manuel Rivera,23,Class D,0162549867,English,17,2024-07-28,42.50,D,1.0
P131302,Andrew Espinoza,20,Class C,0119102510,English,24,2024-11-19,60.00,B-,2.7
P131303,Alexander Roberts,20,Class I,0141406057,Geography,3,2024-01-29,7.50,E,0.0
P131304,Jocelyn Jones,22,Class I,0162768762,Geography,2,2024-08-15,5.00,E,0.0
P131305,William Hill,20,Class C,0179944800,Math,11,2024-05-26,27.50,E,0.0
P131401,Brian Perry,23,Class E,0122293729,English,12,2024-01-06,30.00,E,0.0
P131402,Jessica Young,19,Class E,0173041597,Chemistry,26,2024-05-24,65.00,B,3.0
P131403,Jennifer Campos,22,Class C,0153956002,Geography,13,2024-06-13,32.50,E,0.0
P131404,Shannon Williams,25,Class A,0115019162,Geography,38,2024-09-12,95.00,A-,3.7
P131405,Sean Cooper,20,Class A,0155079289,History,22,2024-06-26,55.00,C+,2.3
P131501,Jessica Alvarado,23,Class B,0194264156,English,20,2024-03-03,50.00,C,2.0
P131502,Matthew Cervantes,25,Class E,0158854073,Physics,35,2024-02-25,87.50,A-,3.7
P131503,Christopher Wood,22,Class F,0165046270,History,36,2024-09-14,90.00,A-,3.7
P131504,Gerald Richards,24,Class D,0192721043,English,3,2024-07-06,7.50,E,0.0
P131505,Jason Martinez,25,Class A,0187579599,Biology,12,2024-12-07,30.00,E,0.0
P131601,Carolyn Cain,19,Class F,0189785424,Physics,12,2024-07-02,30.00,E,0.0
P131602,Angela Brown,23,Class C,0165301966,Physics,9,2024-01-01,22.50,E,0.0
P131603,Brian Robinson,23,Class G,0147203086,English,30,2024-02-11,75.00,B+,3.3
P131604,Anita Dennis,19,Class F,0139278216,Physics,8,2024-04-27,20.00,E,0.0
P131605,Tara Morales,24,Class D,0197639486,Math,20,2024-02-06,50.00,C,2.0
