PaperID,StudentName,PhoneNum,Subject,Marks,InvigilatorName,ExamDate,ExamType
P76204,Mr. Robert Huff Jr.,+1-171-452-5771x642,Math,72,Adrian Johnson,2024-07-23,Final
P76205,Michele Smith,001-649-217-7155x80325,History,38,Brandon Lee,2024-03-28,Midterm
P76301,Megan Parker,001-783-268-0491x0349,Biology,29,Ricky Lindsey,2024-07-01,Quiz
P76302,Michael Ball,(252)026-8088x35261,Biology,45,Jessica White,2024-08-16,Midterm
P76303,George Morgan,860-508-3040x921,English,0,Katrina Maxwell,2024-02-20,Midterm
P76304,Alexander Reid,(373)949-6310x0798,History,78,Cindy Stephens,2024-03-31,Midterm
P76305,Cynthia Harding,(248)071-6613,Chemistry,71,Stacy Owen,2024-03-25,Final
P76401,Dawn Blake,001-645-118-0278x787,Science,58,Alicia Anderson,2024-09-24,Final
P76402,Julie Moyer,001-220-772-5980x873,Physics,34,Michael Stephens,2024-03-01,Final
P76403,Keith Barnes,453.229.9356x177,English,93,Edward Beltran,2024-09-15,Midterm
P76404,Kenneth Nelson,(606)941-2393x0368,Math,49,Jessica Hill,2024-04-27,Practice
P76405,William Cortez,806.273.9789,Biology,13,Leslie Rogers,2024-09-16,Practice
P76501,Jim Leblanc,440.880.5703x54895,English,75,Brandon Ochoa,2024-02-04,Quiz
P76502,Scott Turner,331.901.2255x7781,Chemistry,64,David Gay,2024-10-31,Midterm
P76503,Samantha Newton,8237490099,Biology,18,Betty Bray,2024-05-01,Quiz
P76504,David Moreno,7676825483,Physics,96,Janice Johnson,2024-06-08,Quiz
P76505,Jennifer Le,215.351.8391,Biology,59,Heather Morse DVM,2024-05-05,Midterm
P76601,Darryl Wolfe,(221)074-4222x93123,History,7,Dean Bell,2024-07-01,Midterm
P76602,Samantha Green,(123)666-9636x965,English,76,Erin Brown,2024-10-20,Final
P76603,Kelsey Walker,943.898.3139,English,9,Ronald Chambers,2024-02-02,Practice
P76604,Mark Doyle,(909)971-2847x357,Biology,40,Patricia Davis,2024-11-09,Midterm
P76605,Matthew Wilson,001-791-335-8281,Physics,29,Laura Gutierrez,2024-04-29,Midterm
P76701,Lynn Gonzales,159.531.9349,Science,2,Robert Williamson,2024-05-24,Midterm
P76702,Emily Green,(930)101-3503x14691,Chemistry,7,Mary Nguyen,2024-09-09,Final
P76703,Kelly Brown,(882)165-5072,Math,94,Nancy Jimenez,2024-08-02,Practice
P76704,Mark Taylor,(176)200-5333x6595,Chemistry,23,Crystal Miles,2024-03-04,Final
P76705,Brian Carrillo,+1-872-301-4537x74626,Geography,43,Hannah Doyle,2024-06-12,Practice
P76801,Keith Jackson,001-407-430-0853x1213,English,31,Mark Harvey,2024-04-05,Practice
P76802,Brent Carter,+1-090-351-2157x49496,Geography,7,Kristen Calderon,2024-11-13,Practice
P76803,Bryan Figueroa,(330)143-0183,Math,40,Michael Lopez,2024-01-28,Practice
P76804,Ms. Caroline Johnson DVM,709.672.8620x11830,Geography,95,Katelyn Contreras,2024-02-08,Quiz
P76805,Jody Jefferson,(912)884-1818x49150,English,51,Jack Reese,2024-12-02,Quiz
P76901,Sarah Jordan,(205)063-8292x2524,English,42,Terry Mcdonald,2024-09-30,Quiz
P76902,Michael Huffman,+1-619-684-5951,Chemistry,51,Ryan Wyatt,2024-02-06,Final
P76903,Kevin Holmes,(702)031-1472x3164,Science,19,Andrea Cook,2024-03-17,Final
P76904,Benjamin Li,+1-847-381-3743x723,History,38,Breanna Harris,2024-09-01,Quiz
P76905,Sara Bowen,+1-673-465-4563x54887,Chemistry,40,Denise Stevens,2024-04-08,Quiz
P77001,Amanda Taylor,571-355-5604x6939,Physics,71,Shawn Gonzalez,2024-03-31,Final
P77002,Kyle Stephenson,+1-824-239-6694x89074,Biology,40,Joel Russell,2024-12-09,Practice
P77003,Mark Mclaughlin,(866)261-8546x592,History,85,Corey Spencer,2024-03-09,Midterm
P77004,Christine Hays,461-510-9688x2337,Science,68,Theresa Mills,2024-11-01,Final
P77005,Megan Johnson,001-538-540-6981x20208,Biology,94,Ryan Ibarra,2024-12-02,Midterm
P77101,Stephanie Sullivan,(667)482-5358x366,Physics,7,Donald Yang,2024-07-05,Midterm
P77102,Bryan Tucker DVM,(244)620-5032,Biology,20,Brandon Terry,2024-04-08,Practice
P77103,April Torres,(801)577-2423,Geography,73,Eric Brown,2024-01-15,Final
P77104,Tammy Garcia,(985)362-5972x152,History,59,Christine Patterson,2024-10-22,Practice
P77105,Crystal Farmer,(513)376-7868,English,90,Allison Diaz,2024-02-20,Quiz
P77201,Kathryn Anderson,211-388-9396,Physics,90,James Haas,2024-11-16,Midterm
P77202,Nicholas Ruiz,+1-306-981-2865,Science,91,Sandra Hernandez,2024-01-08,Practice
P77203,Daniel Smith,001-801-380-0308x4587,Physics,51,Taylor Gonzales,2024-06-04,Midterm
P77204,Sandra Fitzgerald,+1-156-595-0552,Physics,4,Jose Allen,2024-10-27,Practice
P77205,Jason Fox,700-379-0874,Science,38,Gail Wilson,2024-12-18,Quiz
P77301,Kaylee Nelson,5487657475,Science,45,Kurt Page MD,2024-09-10,Practice
P77302,Sandra Leach,001-878-536-5999x50398,History,50,Angel Taylor,2024-07-13,Quiz
P77303,Krista Lane,094.489.0550x26035,Biology,60,Jessica Ramirez,2024-04-06,Midterm
P77304,Robyn Gray,712.800.6917x9136,Science,90,Brooke Harrison,2024-01-22,Quiz
P77305,Matthew Torres,1152731085,Science,7,Henry Valdez,2024-08-18,Final
P77401,Jacqueline Whitehead,001-599-052-1089x425,Science,80,Patricia Wells,2024-05-26,Midterm
P77402,Carrie Moore,+1-649-371-1353x5015,Science,30,Savannah Meyer,2024-07-15,Practice
P77403,Timothy Reid,001-067-619-2125,Physics,42,William White,2024-10-23,Midterm
P77404,Johnny Hawkins,001-357-571-2106x7137,English,98,Robert Wells,2024-11-05,Quiz
P77405,Lori Houston,+1-796-439-7294,Math,13,Michael Weaver,2024-02-22,Practice
P77501,Jordan Yoder,(647)561-2058x067,History,50,Megan Wright,2024-04-20,Final
P77502,James Harris MD,8497371911,Geography,3,Brian Cowan,2024-04-16,Quiz
P77503,Melissa Carter,787-959-6739x6851,Physics,100,Michael Mcintyre,2024-11-29,Midterm
P77504,Brian Hall,001-860-523-5202x805,Science,79,Scott Jones,2024-08-19,Midterm
P77505,Lauren Gordon,(938)814-5932,Biology,26,Daniel Watkins,2024-02-25,Practice
P77601,Mary Murray,+1-358-878-0341x7671,Biology,8,Jerry Mckay,2024-12-14,Practice
P77602,Cheryl Hughes,273.051.9853,Geography,20,Brian Mccarthy,2024-05-02,Quiz
P77603,Kenneth Stanley,686.858.7433,Physics,20,Anthony Love,2024-01-19,Quiz
P77604,Lauren Davis,+1-993-145-4127,History,65,Joshua Morales,2024-03-27,Final
P77605,Ashley Gray,347-571-0888x896,Geography,90,Kelsey Schneider,2024-01-23,Practice
P77701,Lisa Mack,129.471.6041,Science,80,Laura Swanson,2024-06-03,Midterm
P77702,Mark Fowler,969-815-5213x040,English,54,Lawrence Whitney,2024-05-30,Midterm
P77703,Lindsay Hunter,(824)261-4458x45786,English,63,Patrick Torres,2024-08-09,Practice
P77704,Taylor Gordon,394-449-4870x26935,English,18,Mr. David Taylor,2024-01-16,Final
P77705,Mrs. Lindsey Rios MD,948.177.7325x5660,Chemistry,56,Michael Mitchell,2024-11-09,Midterm
P77801,Teresa Gonzalez,(495)973-6492,Science,89,Jeffrey Reyes,2024-10-12,Practice
P77802,Alex Horton,052-430-5893,Science,54,Troy Powell,2024-11-07,Midterm
P77803,Bobby Wang,001-466-457-2467x9459,Math,86,Breanna Ryan DVM,2024-08-01,Quiz
P77804,Teresa Martinez MD,+1-005-485-7414x6057,Physics,72,Monica Hale,2024-11-21,Practice
P77805,Rebecca Pena,957.573.9480,Science,71,Jennifer Morgan,2024-04-25,Quiz
P77901,Jamie Watkins,174.794.1618,English,14,Karen Hill,2024-11-22,Final
P77902,David Pittman,(566)889-9106x7478,Science,76,Brandon Johnson,2024-04-10,Quiz
P77903,Paul Patton,340.638.2113x18438,English,80,Kathy Gilmore,2024-01-17,Quiz
P77904,Felicia Ortiz,(677)543-9881,Physics,4,Katherine Brown,2024-08-24,Quiz
P77905,Rachel Cooper,647.750.6679x852,History,0,Carly Brooks,2024-07-01,Quiz
P78001,Ryan Coleman,+1-615-730-4282x77514,English,23,Sabrina Johnson,2024-05-16,Midterm
P78002,Michelle Grant,751-816-6866x9222,Physics,79,Barbara Fitzpatrick,2024-01-18,Midterm
P78003,Kimberly Simon,194-840-1875x291,Science,20,Shane Massey,2024-03-22,Midterm
P78004,Lisa Phillips,676-758-5760x06891,Physics,66,Greg Sanders,2024-11-22,Practice
P78005,Victoria Walker,(811)111-2236x2475,English,56,Mitchell Aguilar,2024-02-23,Practice
P78101,Zachary Griffin,+1-070-933-7925,Biology,50,Ashley Hernandez,2024-07-25,Quiz
P78102,Jesus Davis,(174)176-7502,Biology,100,Cassie Ramirez,2024-11-15,Quiz
P78103,Anne Cook,750-352-7069,Math,57,Heather Gilbert,2024-04-27,Midterm
P78104,Christopher Walls,344.661.8651x75336,Physics,57,Brandon Turner,2024-11-23,Final
P78105,James Young,975.505.5508,Biology,26,Kristin Villegas,2024-08-22,Final
P78201,Joshua Osborne,780.588.2840x9821,Biology,86,Whitney Gonzalez,2024-08-06,Midterm
P78202,Pamela Ware,8521936097,Chemistry,39,Joshua Parker,2024-07-17,Practice
P78203,Allison Aguilar,671-069-9860,English,5,Janet Sanchez,2024-10-24,Quiz
P78204,Nicholas Cox,337-342-8644x31284,Chemistry,98,Kimberly Powell,2024-03-02,Final
P78205,Karina Perez,+1-121-550-4067x04032,Geography,74,Tamara Ramirez,2024-11-15,Practice
P78301,Darrell Thomas,181-447-9204x571,Math,48,Corey Downs,2024-02-09,Practice
P78302,Michelle Bailey,001-301-783-4908x970,History,39,Eric Harris,2024-12-01,Final
P78303,Bryan Hall,019-432-5520,Math,39,Debbie Nicholson,2024-10-24,Final
P78304,Nicholas Nunez,001-047-122-9274,History,96,Nathan Fuller,2024-01-05,Final
P78305,Sally Prince,632-162-7244x8591,Science,49,Andrea Peck,2024-09-17,Final
P78401,Linda Summers,(022)663-1431x206,Biology,55,Andrea Wise,2024-09-10,Final
P78402,Susan Miller,+1-266-766-6836,English,55,Tyler Adams,2024-10-21,Quiz
P78403,Brittany Garcia,602.867.3930x1049,Math,41,Michael Harris,2024-08-03,Final
P78404,Megan Reyes,(454)889-0925,Geography,1,Daniel Schultz,2024-06-20,Final
P78405,Terry Price,175.494.2186x2394,English,94,Gabriela Anderson,2024-10-08,Quiz
P78501,Shane Powell,142-834-7219,Physics,63,Anthony Williams,2024-06-16,Midterm
P78502,Michael Oliver,(130)600-2014x09923,Geography,97,Sara Myers,2024-03-12,Quiz
P78503,Michael Lewis,464.580.9962x0379,Science,30,Emily Baker PhD,2024-10-03,Practice
P78504,Thomas Cook,+1-428-339-5719x9226,Biology,76,Janet Taylor,2024-08-23,Midterm
P78505,Sandra Gonzalez,839-964-6278,Science,62,Michelle Knight,2024-10-10,Midterm
P78601,Dr. Zachary Chapman,001-614-266-6673x90329,Geography,32,Elizabeth Brock,2024-08-15,Midterm
P78602,Angela Turner,251.744.5658,Math,92,Steven Bryant,2024-08-14,Quiz
P78603,Charles Brown,+1-835-971-0010x789,Science,39,Maria Cox,2024-07-22,Quiz
P78604,James Marshall,001-060-438-3273x44082,English,80,Sherry Mccann,2024-11-15,Midterm
P78605,Mr. Robert Cook,(488)214-6754x9829,Math,86,Teresa Sharp,2024-11-04,Midterm
P78701,Jennifer Williams PhD,(099)737-5746x05170,Biology,83,John Gates,2024-02-03,Quiz
P78702,Eugene Duffy,748-656-9046x702,English,40,Cynthia Huynh,2024-09-15,Quiz
P78703,Tracy Taylor,167-666-7303x83847,History,11,Nicholas Cole,2024-10-23,Quiz
P78704,Stephanie Montgomery,860.057.8956,Biology,61,George Wall,2024-07-26,Quiz
P78705,Ruth Smith,+1-886-838-3817x4301,Geography,76,William Castillo,2024-12-22,Final
P78801,Lauren Williams,+1-425-634-4445,English,67,James Bishop,2024-09-17,Quiz
P78802,Cindy Kennedy,554.232.5206,English,100,Olivia Carpenter,2024-10-13,Quiz
P78803,John Campos,+1-892-531-0527x930,Geography,41,Destiny Adams,2024-03-15,Midterm
P78804,Karla Smith,045-838-4660x37297,Science,46,Kevin Holloway,2024-10-27,Practice
P78805,Katrina Ramos,001-585-404-5704x59737,History,21,Roberto Park,2024-04-08,Midterm
P78901,Emily Mcintyre,159-654-1255x09603,English,77,Carrie Crawford,2024-12-21,Practice
P78902,Tracey Yang,069-632-1453,Math,99,Alex Hernandez,2024-03-23,Final
P78903,Lisa Snyder,250-073-5715x3148,Chemistry,65,Anthony Donovan,2024-06-20,Quiz
P78904,Robert Sanchez,456.823.0859,Chemistry,4,Denise Carpenter,2024-09-14,Midterm
P78905,Jessica Smith,491-813-4864x4484,Physics,30,Debra Yates,2024-04-12,Practice
P79001,Timothy Wallace,+1-556-085-2209,Chemistry,19,Brenda Reid,2024-01-27,Midterm
P79002,Stacy Nichols,(532)924-3891x136,English,53,Jacob Lambert,2024-08-22,Practice
P79003,Joseph Cruz,(169)423-3023x476,Geography,67,Tyler Avila,2024-09-02,Midterm
P79004,Courtney Foster,0700783148,Geography,21,Hannah Reed,2024-12-09,Quiz
P79005,Kimberly Brady,687.172.9738x7561,Geography,82,Tara Carlson,2024-04-04,Final
P79101,Jordan Miller,9511521352,History,43,Robert Dixon,2024-07-06,Quiz
P79102,Claudia Henry,1855807036,Math,49,Destiny Finley,2024-05-27,Quiz
P79103,Andrew Maddox,472.456.3778x5957,Biology,24,John Smith,2024-06-07,Practice
P79104,Gregory Walter,6981216261,Math,0,Kristy Rose,2024-10-10,Quiz
P79105,Victoria Rodriguez,001-133-621-5559x200,Science,47,Tyrone West,2024-09-06,Midterm
P79201,Christopher Cooper,8323884827,Physics,55,Susan Benton,2024-09-11,Midterm
P79202,Jasmine Faulkner,105-184-5611x841,History,4,Danielle Davies,2024-07-29,Midterm
P79203,Amber Nolan,6781309557,Physics,58,Brittany Mann,2024-04-08,Practice
P79204,Johnny Velasquez,+1-561-744-5108,Chemistry,82,Brian Levy,2024-09-19,Final
P79205,Rachel Thomas,001-174-391-4645,Biology,54,Cody Edwards,2024-09-08,Final
P79301,Shane Carrillo,(424)352-4267x08827,Physics,77,Suzanne Miller,2024-04-27,Practice
P79302,Lori Pitts,040-788-5725,English,67,Warren Savage,2024-10-28,Practice
P79303,Melissa Gutierrez,001-135-810-3213x590,Geography,79,Molly Romero,2024-06-30,Practice
P79304,Tammie Green,310.375.9536x761,Math,67,Travis Lester,2024-03-22,Quiz
P79305,Michael Wright,202-395-0208x458,Biology,64,John Miller,2024-02-12,Midterm
P79401,Laura Norton,818.408.8022,Math,51,Andrew Anthony,2024-04-23,Quiz
P79402,Stacey Hall,048.745.4207x004,English,45,Renee Macdonald,2024-08-26,Final
P79403,Jacqueline Gordon,+1-185-978-3913x318,History,64,Jean Walker DDS,2024-08-16,Final
P79404,Sandra Ramirez,615.434.5774x45978,Chemistry,3,Tom Grant,2024-02-22,Practice
P79405,Lauren Brown,989-591-4665x9564,Science,46,Lisa Arellano,2024-09-11,Quiz
P79501,Erica Simpson,963-305-1368x900,Math,40,Stephen Fleming,2024-02-25,Final
P79502,Sara Hill,(182)175-9774,Science,2,Stephanie Holt,2024-06-16,Midterm
P79503,Jacqueline Thompson,(968)622-4701x117,Biology,1,Matthew Miller,2024-07-12,Midterm
P79504,Timothy Bailey,001-658-091-6123,Geography,49,Kathleen Ritter,2024-10-17,Final
P79505,Jeremiah Wright,001-234-714-5687x73590,Geography,5,Jacqueline Stanley,2024-04-26,Quiz
P79601,Matthew Matthews,822.484.8786x2152,Geography,78,Felicia Michael,2024-04-12,Final
P79602,Erik French,001-987-278-3475,Chemistry,61,Jessica Stewart,2024-10-13,Midterm
P79603,Jennifer Lopez,(845)233-5281x345,Science,51,Taylor Rowe,2024-02-12,Quiz
P79604,Robert Brooks,976-206-7697x9489,Physics,80,Erika Garcia,2024-07-24,Midterm
P79605,Morgan Bailey,(564)192-2049,Geography,56,Maria Roy,2024-08-16,Final
P79701,Eric Walker,001-468-859-8927x764,English,31,Shaun Saunders,2024-11-06,Practice
P79702,Jennifer Campbell,8292650224,Physics,9,Jessica Garcia,2024-04-30,Midterm
P79703,Theodore Bass,001-550-832-4853x6303,Geography,25,David Villa,2024-07-05,Quiz
P79704,Anna Keller,+1-895-869-9678x833,History,8,Lisa Lloyd,2024-05-20,Quiz
P79705,Robert Myers,+1-702-172-8709,Math,31,Donna Patel,2024-07-07,Midterm
P79801,Dustin Carlson,542.274.7547,Physics,52,Andrew West,2024-02-22,Quiz
P79802,Albert Fitzgerald,911.972.2995x832,Chemistry,29,James Johnson,2024-01-18,Midterm
P79803,Thomas Davis,890-668-9320x9718,Physics,82,Ryan Fernandez MD,2024-05-04,Practice
P79804,Norman Mcbride,001-221-661-9151x25086,Biology,0,Rebecca Riley,2024-08-30,Practice
P79805,Christopher Foley,156.077.8423,Geography,74,Michael Jackson,2024-10-21,Practice
P79901,Mrs. Sarah Greene,792-850-2542,Chemistry,85,Ronald Morales,2024-11-18,Midterm
P79902,Christine Rivera,222.093.9544x714,Science,45,Andrew Johnson,2024-04-18,Midterm
P79903,Amy Harper,+1-072-972-9290x0771,Physics,47,Cindy Williams,2024-12-04,Quiz
P79904,Kevin Kidd,(045)292-9264,Physics,22,Molly Solomon,2024-01-28,Midterm
P79905,Colleen Nichols,7084447449,Science,29,Maria George,2024-07-28,Quiz
P80001,Richard Pope,001-030-213-6329x0064,Biology,59,Lisa Nolan,2024-01-23,Quiz
P80002,Brandy Allen,783.615.0915x974,Physics,97,Brooke Johnson,2024-02-17,Midterm
P80003,Latoya Perez,(328)460-5798x7127,Biology,87,Matthew Hunter,2024-10-27,Practice
P80004,Jenny Vega,999.915.8403,English,69,Shannon Jennings,2024-10-09,Midterm
P80005,Brandy Parker,(799)750-7058,Science,91,Mary Mendez,2024-03-07,Midterm
P80101,Susan Gaines,274.530.4173x25465,Science,62,Pamela Baxter,2024-08-04,Quiz
P80102,Melissa Thomas,+1-810-026-9837x07229,Science,55,Brittany Clark,2024-05-27,Midterm
P80103,Elizabeth Garcia,401.619.6624,Geography,3,Julie Austin,2024-06-12,Practice
P80104,John Young,556.729.5543x3608,Chemistry,46,Lauren Lara,2024-06-06,Final
P80105,Tiffany Bailey,+1-102-755-6138x70531,History,25,Shaun Ford,2024-02-05,Final
P80201,James Collins,(463)683-6618,History,63,Morgan Jensen,2024-10-25,Midterm
P80202,Adam Roy,086.696.9526,Math,86,Tamara Ray,2024-09-27,Final
P80203,Jeffrey Wilson,411.316.1652x237,History,99,Luis Perkins,2024-09-08,Midterm
P80204,Ashley Miller,403.063.9448,English,96,Heather Hess,2024-09-12,Practice
P80205,Jennifer Lambert,(736)062-6331x97818,English,18,Douglas Schultz,2024-09-12,Midterm
P80301,Michael Thomas,001-041-340-9549x922,Geography,5,Brandi Ward,2024-09-12,Final
P80302,Karen Massey,524.729.5210,Geography,66,Christopher Mendoza,2024-09-28,Practice
P80303,Logan Flores,5095752663,Math,11,Vanessa Obrien,2024-11-29,Midterm
P80304,Jamie Thomas,+1-209-332-2115,Math,72,Cassandra Scott,2024-11-12,Final
P80305,Claire Stein,653-784-4025,English,12,Richard Gordon,2024-03-26,Final
P80401,Robert Arias,(025)894-4443x791,Math,7,Daniel Sparks,2024-06-05,Quiz
P80402,Michael Palmer,(137)829-0275,Physics,88,Julia Powers,2024-06-18,Quiz
P80403,Rita Mcbride,(975)328-6787x002,English,63,Aaron Fox,2024-02-18,Final
P80404,Jill Martin,791-235-8065x3811,History,5,Kyle Howard,2024-03-19,Quiz
P80405,Donald Myers,(488)876-6865x63722,Biology,46,Edward Webb,2024-11-14,Practice
P80501,Melissa Oneal,230.993.3601,Math,30,Martha Brown,2024-12-24,Final
P80502,Jose Smith,+1-422-298-4595x88054,History,71,Javier Kelley,2024-11-08,Midterm
P80503,Larry Romero,230.671.0382x350,English,66,Mariah Joseph,2024-05-19,Final
P80504,Adam Foley,+1-595-524-7197x036,Geography,59,Tracy Watson,2024-03-23,Practice
P80505,Amanda Doyle,642-298-9384x011,Physics,16,Randall Bryant,2024-07-26,Practice
P80601,Pedro Willis,(115)666-2118,Chemistry,41,Christina Schwartz,2024-11-14,Midterm
P80602,Jesse Wood,956-670-5820,Science,87,Crystal Simmons,2024-01-09,Quiz
P80603,Roger Collins,721.239.4429x0507,Physics,21,Cynthia Chavez DDS,2024-08-16,Practice
P80604,Jeffery Porter,677.641.6514,Math,93,Amy Herrera,2024-07-18,Final
P80605,Angel Santiago,001-686-169-5705x88296,Chemistry,100,Carl Rhodes,2024-03-20,Midterm
P80701,Samuel Bryant,924.115.1782,Geography,95,Justin Oneal,2024-02-25,Final
P80702,Micheal Sloan,368-723-8592,Geography,94,Judy Harmon,2024-06-22,Midterm
P80703,Deborah Mcintosh,+1-701-070-8446,English,65,Christine Oconnor,2024-03-10,Quiz
P80704,Karen Simpson,1078782869,Science,4,Robert Weber,2024-03-15,Practice
P80705,Robert Martinez,+1-473-841-8326x070,Geography,19,James Luna,2024-05-22,Practice
P80801,Charles Lewis,716-721-7833x301,Math,84,Darren Watts,2024-03-19,Midterm
P80802,Richard Hoffman,(410)109-9884,Math,97,Danielle Horne,2024-10-24,Practice
P80803,Jennifer Howard,001-428-245-7884x021,English,10,Justin Hernandez,2024-10-02,Midterm
P80804,Rebecca Guzman,470.121.5135,History,58,Jason Gallegos,2024-10-17,Final
P80805,Aaron Marshall,673.945.0933x3910,Biology,18,Tanya Robertson,2024-01-20,Midterm
P80901,Steven Kelly,902-245-3025x216,Geography,92,Donald Bell,2024-03-27,Practice
P80902,Ellen Howard,637.866.2402x60481,Chemistry,71,Tyler Villa,2024-04-30,Midterm
P80903,Amy Jones,5376184471,Physics,15,Rebecca Sloan,2024-12-20,Final
P80904,Mary Evans,076-892-3816x4372,Science,85,Janet Williams,2024-01-20,Final
P80905,Phillip Page,990-369-1826,Chemistry,49,Shannon Brown,2024-11-30,Midterm
P81001,Luis Weiss,382.334.6627x8041,Physics,77,Laura Blanchard,2024-03-25,Midterm
P81002,Stephen Lee,780.716.8577,Math,20,Vanessa Holmes,2024-06-28,Final
P81003,Alex Thomas,+1-777-668-4852x4992,Geography,93,Dr. Maria Clark,2024-09-06,Practice
P81004,Jessica Cunningham,(838)030-9636,Science,14,Johnny Cooper PhD,2024-10-26,Midterm
P81005,Christopher Diaz,(635)633-3778x84830,Math,46,Jonathon Harris MD,2024-02-18,Quiz
P81101,Connie Taylor,(907)074-1800x7762,English,40,Jackie Adams,2024-05-14,Practice
P81102,Troy Parker,251.247.9047x10103,Math,11,Robin Thomas,2024-04-13,Midterm
P81103,Christopher Davis,(527)599-8171x58395,Biology,32,Bradley Jackson,2024-06-13,Final
P81104,Devin Shepherd,+1-603-030-3946x58652,Math,52,Melissa Smith,2024-09-13,Midterm
P81105,Carla Watson,001-725-059-1208x168,Math,28,Ashley Duran,2024-10-22,Quiz
P81201,Michael Marks,+1-771-546-6114x3670,Chemistry,99,Benjamin Hernandez,2024-02-05,Quiz
P81202,Nicole Fry,+1-882-206-7695x17353,Chemistry,92,Joshua Jimenez,2024-02-03,Quiz
P81203,Robert Cross,001-915-265-3197x3991,Biology,61,Jeffrey Mckenzie,2024-10-19,Practice
P81204,Melissa Preston,929-947-8703,Chemistry,46,Keith Jackson,2024-06-04,Midterm
P81205,Roy Roberts,796.876.3635,Geography,98,Martha Barker,2024-12-18,Practice
P81301,Janet Stewart,315-162-4433x653,Chemistry,29,Christy Grant,2024-10-08,Practice
P81302,Megan Cline,(057)456-4677,Chemistry,78,Caitlin Reeves,2024-06-23,Midterm
P81303,Amy Brown PhD,9397588141,Biology,10,Kevin Carter,2024-05-06,Quiz
P81304,Brenda Evans,650-166-3637,Chemistry,20,Jeremy Riley,2024-07-22,Midterm
P81305,Joe Thompson,(817)094-8499x842,Physics,14,William White,2024-09-03,Quiz
P81401,Valerie Lee,001-462-634-2464x6572,English,75,Raymond Lowe,2024-11-19,Midterm
P81402,Douglas Norris,001-028-958-2399x1462,History,79,Gregory Alvarez,2024-12-06,Midterm
P81403,Jennifer Cannon,(683)256-9277x2621,Science,23,Timothy Pearson,2024-11-11,Quiz
P81404,Kristin Maxwell,611.695.6559x10120,Geography,70,Kevin Duran,2024-03-15,Practice
P81405,Kenneth Fuller,(513)731-0492x8221,Biology,49,Katherine Hurley,2024-04-12,Practice
P81501,Noah Mueller,247-000-2759,Science,11,Michael Davidson,2024-01-16,Midterm
P81502,Kimberly Henderson,001-897-142-4132x413,Science,94,Jessica Haynes,2024-12-25,Midterm
P81503,Dawn Smith,141-476-4932x539,Math,11,Dr. Brenda Hoffman DDS,2024-06-10,Practice
P81504,Charles Harrison,001-114-590-3686x16382,History,1,Sharon Brown,2024-05-28,Final
P81505,Christopher Hess,(162)230-9392,History,36,Jorge Ford,2024-04-26,Final
P81601,Sarah Norman,222.642.1097,Science,83,Cassandra Morris,2024-08-06,Final
P81602,Richard Griffin,+1-425-003-1846,Chemistry,15,Andrea Strickland,2024-05-26,Practice
P81603,Jordan Wright,124.105.5125x0716,English,71,Jasmine Kidd,2024-09-06,Final
P81604,Ashley Castro,(615)386-6301,Geography,13,Robert Chen,2024-12-11,Final
P81605,Jessica Byrd,0438750405,Biology,39,Tyler Ho,2024-11-19,Practice
P81701,Brian Vazquez,323.921.1239x46165,Geography,84,Thomas Burgess,2024-12-25,Quiz
P81702,Brooke Cobb,(209)674-5781x2641,History,39,Aaron Matthews,2024-09-14,Final
P81703,Linda Wood,039-461-3774,English,95,Robert Richardson,2024-03-30,Practice
P81704,Melissa Watson,+1-334-387-3736x9794,Math,59,Dennis Hughes,2024-03-01,Midterm
P81705,Andrew Reed,001-935-888-5989x0796,English,60,Gail Collins,2024-06-12,Midterm
P81801,Suzanne Campbell,575.141.8596,Geography,23,Kayla Joyce,2024-10-29,Midterm
P81802,Lori Patel,(085)550-4943,Chemistry,89,Julie Warren,2024-01-09,Midterm
P81803,Sarah Yang,8006765335,Biology,11,Courtney Porter,2024-05-04,Practice
P81804,Joseph Weiss,482.826.1810x759,English,74,Alexander Pitts,2024-07-07,Final
P81805,Krystal Barron,176-048-5290x6256,Chemistry,73,John Perkins,2024-03-18,Midterm
P81901,Lawrence Wall,738.188.5975x46007,Physics,6,Charles Garcia,2024-01-01,Final
P81902,Francisco Williams,001-971-571-4188x0762,History,29,Daniel Castro,2024-09-27,Final
P81903,Rachel Peters,(693)966-5094,English,79,Kimberly Ingram,2024-09-07,Quiz
P81904,David Pierce,124.372.9018,Math,14,Deborah Scott,2024-07-22,Midterm
P81905,Adam Macias,001-547-217-6121x5781,Science,100,Wendy Stevens,2024-05-19,Midterm
P82001,David Shepard,+1-264-178-3886,History,80,Derek Fischer,2024-03-09,Quiz
P82002,Chelsey Ward,(477)554-6394,Geography,96,Brianna Dominguez,2024-02-25,Quiz
P82003,Jaime Rodriguez,906-259-9643x95133,English,54,Sabrina Smith,2024-10-22,Midterm
P82004,Patrick Ray,+1-685-381-4729x322,History,100,Deborah Franklin,2024-10-14,Practice
P82005,Keith Hansen,555-654-0456,Biology,28,Christina Franco,2024-05-30,Practice
P82101,Johnny Ryan,486-414-5545,History,70,Kathleen Anderson,2024-06-04,Final
P82102,Emily Morris,(125)963-6826,Math,75,Jacqueline Holloway,2024-04-27,Quiz
P82103,John Landry,867-973-1930x513,Biology,98,Michael Holden,2024-01-08,Quiz
P82104,Sarah Coleman,106-441-4726,Physics,5,Alexander Winters,2024-11-21,Quiz
